client_id,contact_duration,number_contacts,previous_campaign_contacts,previous_outcome,campaign_outcome,last_contact_date
660,273,2,0,True,True,2022-05-05
661,339,3,0,True,True,2022-05-18
662,262,1,0,True,True,2022-05-06
663,308,3,0,True,True,2022-05-21
664,467,2,0,True,True,2022-05-06
665,245,2,0,True,True,2022-05-14
666,160,3,0,True,True,2022-05-06
667,189,2,0,True,True,2022-05-26
668,477,1,0,True,True,2022-05-04
669,65,3,0,True,True,2022-05-27
670,191,1,0,True,True,2022-05-21
671,196,2,0,True,True,2022-05-11
672,221,2,0,True,True,2022-05-18
673,197,2,0,True,True,2022-05-14
674,178,2,0,True,True,2022-05-10
675,221,2,0,True,True,2022-05-17
676,64,2,0,True,True,2022-05-12
677,75,2,0,True,True,2022-05-31
678,400,2,0,True,True,2022-05-31
679,378,3,0,True,True,2022-05-28
680,118,2,0,True,True,2022-05-03
681,1597,2,0,True,True,2022-05-24
682,346,2,0,True,True,2022-05-13
683,107,2,0,True,True,2022-05-17
684,60,3,0,True,True,2022-05-15
685,276,2,0,True,True,2022-05-19
686,176,2,0,True,True,2022-05-19
687,390,2,0,True,True,2022-05-21
688,251,3,0,True,True,2022-05-27
689,716,2,0,True,True,2022-05-25
690,189,3,0,True,True,2022-05-30
691,125,2,0,True,True,2022-05-30
692,234,2,0,True,True,2022-05-09
693,79,2,0,True,True,2022-05-05
694,13,6,0,True,True,2022-05-19
695,296,3,0,True,True,2022-05-06
696,114,2,0,True,True,2022-05-04
697,283,3,0,True,True,2022-05-09
698,109,2,0,True,True,2022-05-31
699,132,2,0,True,True,2022-05-15
700,144,2,0,True,True,2022-05-26
701,121,2,0,True,True,2022-05-03
702,95,3,0,True,True,2022-05-15
703,31,3,0,True,True,2022-05-23
704,112,3,0,True,True,2022-05-20
705,161,2,0,True,True,2022-05-12
706,87,4,0,True,True,2022-05-12
707,593,2,0,True,True,2022-05-29
708,99,2,0,True,True,2022-05-23
709,198,2,0,True,True,2022-05-31
710,285,2,0,True,True,2022-05-22
711,190,3,0,True,True,2022-05-16
712,172,5,0,True,True,2022-05-29
713,178,2,0,True,True,2022-05-03
714,174,2,0,True,True,2022-05-22
715,631,2,0,True,True,2022-05-21
716,152,3,0,True,True,2022-05-06
717,176,5,0,True,True,2022-05-06
718,32,3,0,True,True,2022-05-02
719,1529,2,0,True,True,2022-05-08
720,254,2,0,True,True,2022-05-27
721,214,2,0,True,True,2022-05-11
722,147,3,0,True,True,2022-05-14
723,800,4,0,True,True,2022-05-19
724,106,2,0,True,True,2022-05-22
725,135,2,0,True,True,2022-05-21
726,112,4,0,True,True,2022-05-19
727,222,2,0,True,True,2022-05-03
728,314,3,0,True,True,2022-05-12
729,421,2,0,True,True,2022-05-20
