client_id,cons_price_idx,euribor_three_months
155,93.994,4.857
156,93.994,4.857
157,93.994,4.857
158,93.994,4.857
159,93.994,4.857
160,93.994,4.857
161,93.994,4.857
162,93.994,4.857
163,93.994,4.857
164,93.994,4.857
165,93.994,4.857
166,93.994,4.857
167,93.994,4.857
168,93.994,4.857
169,93.994,4.857
170,93.994,4.857
171,93.994,4.857
172,93.994,4.857
173,93.994,4.857
174,93.994,4.857
175,93.994,4.857
176,93.994,4.857
177,93.994,4.857
178,93.994,4.857
179,93.994,4.857
180,93.994,4.857
181,93.994,4.857
182,93.994,4.857
183,93.994,4.857
184,93.994,4.857
185,93.994,4.857
186,93.994,4.857
187,93.994,4.857
188,93.994,4.857
189,93.994,4.857
190,93.994,4.857
191,93.994,4.857
192,93.994,4.857
193,93.994,4.857
194,93.994,4.857
195,93.994,4.857
196,93.994,4.857
197,93.994,4.857
198,93.994,4.857
199,93.994,4.857
200,93.994,4.857
201,93.994,4.857
202,93.994,4.857
203,93.994,4.857
204,93.994,4.857
205,93.994,4.857
206,93.994,4.857
207,93.994,4.857
208,93.994,4.857
209,93.994,4.857
210,93.994,4.857
211,93.994,4.857
212,93.994,4.857
213,93.994,4.857
214,93.994,4.857
215,93.994,4.857
216,93.994,4.857
217,93.994,4.857
218,93.994,4.857
219,93.994,4.857
220,93.994,4.857
221,93.994,4.857
222,93.994,4.857
223,93.994,4.857
224,93.994,4.857
225,93.994,4.857
226,93.994,4.857
227,93.994,4.857
228,93.994,4.857
229,93.994,4.857
230,93.994,4.857
231,93.994,4.857
232,93.994,4.857
233,93.994,4.857
234,93.994,4.857
235,93.994,4.857
236,93.994,4.857
237,93.994,4.857
238,93.994,4.857
239,93.994,4.857
240,93.994,4.857
241,93.994,4.857
242,93.994,4.857
243,93.994,4.857
244,93.994,4.857
245,93.994,4.857
246,93.994,4.857
247,93.994,4.857
248,93.994,4.857
249,93.994,4.857
250,93.994,4.857
251,93.994,4.857
252,93.994,4.857
253,93.994,4.857
254,93.994,4.857
255,93.994,4.857
256,93.994,4.857
257,93.994,4.857
258,93.994,4.857
259,93.994,4.857
260,93.994,4.857
261,93.994,4.857
262,93.994,4.857
263,93.994,4.857
264,93.994,4.857
265,93.994,4.857
266,93.994,4.857
267,93.994,4.857
268,93.994,4.857
269,93.994,4.857
270,93.994,4.857
271,93.994,4.857
272,93.994,4.857
273,93.994,4.857
274,93.994,4.857
275,93.994,4.857
276,93.994,4.857
277,93.994,4.857
278,93.994,4.857
279,93.994,4.857
280,93.994,4.857
281,93.994,4.857
282,93.994,4.857
283,93.994,4.857
284,93.994,4.857
285,93.994,4.857
286,93.994,4.857
287,93.994,4.857
288,93.994,4.857
289,93.994,4.857
290,93.994,4.857
291,93.994,4.857
292,93.994,4.857
293,93.994,4.857
294,93.994,4.857
295,93.994,4.857
296,93.994,4.857
297,93.994,4.857
298,93.994,4.857
299,93.994,4.857
300,93.994,4.857
301,93.994,4.857
302,93.994,4.857
303,93.994,4.857
304,93.994,4.857
305,93.994,4.857
306,93.994,4.857
307,93.994,4.857
308,93.994,4.857
309,93.994,4.857
310,93.994,4.857
311,93.994,4.857
312,93.994,4.857
313,93.994,4.857
314,93.994,4.857
315,93.994,4.857
316,93.994,4.857
317,93.994,4.857
318,93.994,4.857
319,93.994,4.857
320,93.994,4.857
321,93.994,4.857
322,93.994,4.857
323,93.994,4.857
324,93.994,4.857
325,93.994,4.857
326,93.994,4.857
327,93.994,4.857
328,93.994,4.857
329,93.994,4.857
330,93.994,4.857
331,93.994,4.857
332,93.994,4.857
333,93.994,4.857
334,93.994,4.857
335,93.994,4.857
336,93.994,4.857
337,93.994,4.857
338,93.994,4.857
339,93.994,4.857
340,93.994,4.857
341,93.994,4.857
342,93.994,4.857
343,93.994,4.857
344,93.994,4.857
345,93.994,4.857
346,93.994,4.857
347,93.994,4.857
348,93.994,4.857
349,93.994,4.857
350,93.994,4.857
351,93.994,4.857
352,93.994,4.857
353,93.994,4.857
354,93.994,4.857
355,93.994,4.857
356,93.994,4.857
357,93.994,4.857
358,93.994,4.857
359,93.994,4.857
360,93.994,4.857
361,93.994,4.857
362,93.994,4.857
363,93.994,4.857
364,93.994,4.857
365,93.994,4.857
366,93.994,4.857
367,93.994,4.857
368,93.994,4.857
369,93.994,4.857
370,93.994,4.857
371,93.994,4.857
372,93.994,4.857
373,93.994,4.857
374,93.994,4.857
375,93.994,4.857
376,93.994,4.857
377,93.994,4.857
378,93.994,4.857
379,93.994,4.857
380,93.994,4.857
381,93.994,4.857
382,93.994,4.857
383,93.994,4.857
384,93.994,4.857
385,93.994,4.857
386,93.994,4.857
387,93.994,4.857
388,93.994,4.857
389,93.994,4.857
390,93.994,4.857
391,93.994,4.857
392,93.994,4.857
393,93.994,4.857
394,93.994,4.857
395,93.994,4.857
396,93.994,4.857
397,93.994,4.857
398,93.994,4.857
399,93.994,4.857
400,93.994,4.857
401,93.994,4.857
402,93.994,4.857
403,93.994,4.857
404,93.994,4.857
405,93.994,4.857
406,93.994,4.857
407,93.994,4.857
408,93.994,4.857
409,93.994,4.857
410,93.994,4.857
411,93.994,4.857
412,93.994,4.857
413,93.994,4.857
414,93.994,4.857
415,93.994,4.857
416,93.994,4.857
417,93.994,4.857
418,93.994,4.857
419,93.994,4.857
420,93.994,4.857
421,93.994,4.857
422,93.994,4.857
423,93.994,4.857
424,93.994,4.857
425,93.994,4.857
426,93.994,4.857
427,93.994,4.857
428,93.994,4.857
429,93.994,4.857
430,93.994,4.857
431,93.994,4.857
432,93.994,4.857
433,93.994,4.857
434,93.994,4.857
435,93.994,4.857
436,93.994,4.857
437,93.994,4.857
438,93.994,4.857
439,93.994,4.857
440,93.994,4.857
441,93.994,4.857
442,93.994,4.857
443,93.994,4.857
444,93.994,4.857
445,93.994,4.857
446,93.994,4.857
447,93.994,4.857
448,93.994,4.857
449,93.994,4.857
450,93.994,4.857
451,93.994,4.857
452,93.994,4.857
453,93.994,4.857
454,93.994,4.857
455,93.994,4.857
456,93.994,4.857
457,93.994,4.857
458,93.994,4.857
459,93.994,4.857
460,93.994,4.857
461,93.994,4.857
462,93.994,4.857
463,93.994,4.857
464,93.994,4.857
465,93.994,4.857
466,93.994,4.857
467,93.994,4.857
468,93.994,4.857
469,93.994,4.857
470,93.994,4.857
471,93.994,4.857
472,93.994,4.857
473,93.994,4.857
474,93.994,4.857
475,93.994,4.857
476,93.994,4.857
477,93.994,4.857
478,93.994,4.857
479,93.994,4.857
480,93.994,4.857
481,93.994,4.857
482,93.994,4.857
483,93.994,4.857
484,93.994,4.857
485,93.994,4.857
486,93.994,4.857
487,93.994,4.857
488,93.994,4.857
489,93.994,4.857
490,93.994,4.857
491,93.994,4.857
492,93.994,4.857
493,93.994,4.857
494,93.994,4.857
495,93.994,4.857
496,93.994,4.857
497,93.994,4.857
498,93.994,4.857
499,93.994,4.857
500,93.994,4.857
501,93.994,4.857
502,93.994,4.857
503,93.994,4.857
504,93.994,4.857
505,93.994,4.857
506,93.994,4.857
507,93.994,4.857
508,93.994,4.857
509,93.994,4.857
510,93.994,4.857
511,93.994,4.857
512,93.994,4.857
513,93.994,4.857
514,93.994,4.857
515,93.994,4.857
516,93.994,4.857
517,93.994,4.857
518,93.994,4.857
519,93.994,4.857
520,93.994,4.857
521,93.994,4.857
522,93.994,4.857
523,93.994,4.857
524,93.994,4.857
525,93.994,4.857
526,93.994,4.857
527,93.994,4.857
528,93.994,4.857
529,93.994,4.857
530,93.994,4.857
531,93.994,4.857
532,93.994,4.857
533,93.994,4.857
534,93.994,4.857
535,93.994,4.857
536,93.994,4.857
537,93.994,4.857
538,93.994,4.857
539,93.994,4.857
540,93.994,4.857
541,93.994,4.857
542,93.994,4.857
543,93.994,4.857
544,93.994,4.857
545,93.994,4.857
546,93.994,4.857
547,93.994,4.857
548,93.994,4.857
549,93.994,4.857
550,93.994,4.857
551,93.994,4.857
552,93.994,4.857
553,93.994,4.857
554,93.994,4.857
555,93.994,4.857
556,93.994,4.857
557,93.994,4.857
558,93.994,4.857
559,93.994,4.857
560,93.994,4.857
561,93.994,4.857
562,93.994,4.857
563,93.994,4.857
564,93.994,4.857
565,93.994,4.857
566,93.994,4.857
567,93.994,4.857
568,93.994,4.857
569,93.994,4.857
570,93.994,4.857
571,93.994,4.857
572,93.994,4.857
573,93.994,4.857
574,93.994,4.857
575,93.994,4.857
576,93.994,4.857
577,93.994,4.857
578,93.994,4.857
579,93.994,4.857
580,93.994,4.857
581,93.994,4.857
582,93.994,4.857
583,93.994,4.857
584,93.994,4.857
585,93.994,4.857
586,93.994,4.857
587,93.994,4.857
588,93.994,4.857
589,93.994,4.857
590,93.994,4.857
591,93.994,4.857
592,93.994,4.857
593,93.994,4.857
594,93.994,4.857
595,93.994,4.857
596,93.994,4.857
597,93.994,4.857
598,93.994,4.857
599,93.994,4.857
600,93.994,4.857
601,93.994,4.857
602,93.994,4.857
603,93.994,4.857
604,93.994,4.857
605,93.994,4.857
606,93.994,4.857
607,93.994,4.857
608,93.994,4.857
609,93.994,4.857
610,93.994,4.857
611,93.994,4.857
612,93.994,4.857
613,93.994,4.857
614,93.994,4.857
615,93.994,4.857
616,93.994,4.857
617,93.994,4.857
618,93.994,4.857
619,93.994,4.857
620,93.994,4.857
621,93.994,4.857
622,93.994,4.857
623,93.994,4.857
624,93.994,4.857
625,93.994,4.857
626,93.994,4.857
627,93.994,4.857
628,93.994,4.857
629,93.994,4.857
630,93.994,4.857
631,93.994,4.857
632,93.994,4.857
633,93.994,4.857
634,93.994,4.857
635,93.994,4.857
636,93.994,4.857
637,93.994,4.857
638,93.994,4.857
639,93.994,4.857
640,93.994,4.857
641,93.994,4.857
642,93.994,4.857
643,93.994,4.857
644,93.994,4.857
645,93.994,4.857
646,93.994,4.857
647,93.994,4.857
648,93.994,4.857
649,93.994,4.857
650,93.994,4.857
651,93.994,4.857
652,93.994,4.857
653,93.994,4.857
654,93.994,4.857
655,93.994,4.857
656,93.994,4.857
657,93.994,4.857
658,93.994,4.857
659,93.994,4.857
660,93.994,4.857
661,93.994,4.857
662,93.994,4.857
663,93.994,4.857
664,93.994,4.857
665,93.994,4.857
666,93.994,4.857
667,93.994,4.857
668,93.994,4.857
669,93.994,4.857
670,93.994,4.857
671,93.994,4.857
672,93.994,4.857
673,93.994,4.857
674,93.994,4.857
675,93.994,4.857
676,93.994,4.857
677,93.994,4.857
678,93.994,4.857
679,93.994,4.857
680,93.994,4.857
681,93.994,4.857
682,93.994,4.857
683,93.994,4.857
684,93.994,4.857
685,93.994,4.857
686,93.994,4.857
687,93.994,4.857
688,93.994,4.857
689,93.994,4.857
690,93.994,4.857
691,93.994,4.857
692,93.994,4.857
693,93.994,4.857
694,93.994,4.857
695,93.994,4.857
696,93.994,4.857
697,93.994,4.857
698,93.994,4.857
699,93.994,4.857
700,93.994,4.857
701,93.994,4.857
702,93.994,4.857
703,93.994,4.857
704,93.994,4.857
705,93.994,4.857
706,93.994,4.857
707,93.994,4.857
708,93.994,4.857
709,93.994,4.857
710,93.994,4.857
711,93.994,4.857
712,93.994,4.857
713,93.994,4.857
714,93.994,4.857
715,93.994,4.857
716,93.994,4.857
717,93.994,4.857
718,93.994,4.857
719,93.994,4.857
720,93.994,4.857
721,93.994,4.857
722,93.994,4.857
723,93.994,4.857
724,93.994,4.857
725,93.994,4.857
726,93.994,4.857
727,93.994,4.857
728,93.994,4.857
729,93.994,4.857
730,93.994,4.857
731,93.994,4.857
732,93.994,4.857
733,93.994,4.857
734,93.994,4.857
735,93.994,4.857
736,93.994,4.857
737,93.994,4.857
738,93.994,4.857
739,93.994,4.857
740,93.994,4.857
741,93.994,4.857
742,93.994,4.857
743,93.994,4.857
744,93.994,4.857
745,93.994,4.857
746,93.994,4.857
747,93.994,4.857
748,93.994,4.857
749,93.994,4.857
750,93.994,4.857
751,93.994,4.857
752,93.994,4.857
753,93.994,4.857
754,93.994,4.857
755,93.994,4.857
756,93.994,4.856
757,93.994,4.856
758,93.994,4.856
759,93.994,4.856
760,93.994,4.856
761,93.994,4.856
762,93.994,4.856
763,93.994,4.856
764,93.994,4.856
765,93.994,4.856
766,93.994,4.856
767,93.994,4.856
768,93.994,4.856
769,93.994,4.856
770,93.994,4.856
771,93.994,4.856
772,93.994,4.856
773,93.994,4.856
774,93.994,4.856
775,93.994,4.856
776,93.994,4.856
777,93.994,4.856
778,93.994,4.856
779,93.994,4.856
780,93.994,4.856
781,93.994,4.856
782,93.994,4.856
783,93.994,4.856
784,93.994,4.856
785,93.994,4.856
786,93.994,4.856
787,93.994,4.856
788,93.994,4.856
789,93.994,4.856
790,93.994,4.856
791,93.994,4.856
792,93.994,4.856
793,93.994,4.856
794,93.994,4.856
795,93.994,4.856
796,93.994,4.856
797,93.994,4.856
798,93.994,4.856
799,93.994,4.856
800,93.994,4.856
801,93.994,4.856
802,93.994,4.856
803,93.994,4.856
804,93.994,4.856
805,93.994,4.856
806,93.994,4.856
807,93.994,4.856
808,93.994,4.856
809,93.994,4.856
810,93.994,4.856
811,93.994,4.856
812,93.994,4.856
813,93.994,4.856
814,93.994,4.856
815,93.994,4.856
816,93.994,4.856
817,93.994,4.856
818,93.994,4.856
819,93.994,4.856
820,93.994,4.856
821,93.994,4.856
822,93.994,4.856
823,93.994,4.856
824,93.994,4.856
825,93.994,4.856
826,93.994,4.856
827,93.994,4.856
828,93.994,4.856
829,93.994,4.856
830,93.994,4.856
831,93.994,4.856
832,93.994,4.856
833,93.994,4.856
834,93.994,4.856
835,93.994,4.856
836,93.994,4.856
837,93.994,4.856
838,93.994,4.856
839,93.994,4.856
840,93.994,4.856
841,93.994,4.856
842,93.994,4.856
843,93.994,4.856
844,93.994,4.856
845,93.994,4.856
846,93.994,4.856
847,93.994,4.856
848,93.994,4.856
849,93.994,4.856
850,93.994,4.856
851,93.994,4.856
852,93.994,4.856
853,93.994,4.856
854,93.994,4.856
855,93.994,4.856
856,93.994,4.856
857,93.994,4.856
858,93.994,4.856
859,93.994,4.856
860,93.994,4.856
861,93.994,4.856
862,93.994,4.856
863,93.994,4.856
864,93.994,4.856
865,93.994,4.856
866,93.994,4.856
867,93.994,4.856
868,93.994,4.856
869,93.994,4.856
870,93.994,4.856
871,93.994,4.856
872,93.994,4.856
873,93.994,4.856
874,93.994,4.856
875,93.994,4.856
876,93.994,4.856
877,93.994,4.856
878,93.994,4.856
879,93.994,4.856
880,93.994,4.856
881,93.994,4.856
882,93.994,4.856
883,93.994,4.856
884,93.994,4.856
885,93.994,4.856
886,93.994,4.856
887,93.994,4.856
888,93.994,4.856
889,93.994,4.856
890,93.994,4.856
891,93.994,4.856
892,93.994,4.856
893,93.994,4.856
894,93.994,4.856
895,93.994,4.856
896,93.994,4.856
897,93.994,4.856
898,93.994,4.856
899,93.994,4.856
900,93.994,4.856
901,93.994,4.856
902,93.994,4.856
903,93.994,4.856
904,93.994,4.856
905,93.994,4.856
906,93.994,4.856
907,93.994,4.856
908,93.994,4.856
909,93.994,4.856
910,93.994,4.856
911,93.994,4.856
912,93.994,4.856
913,93.994,4.856
914,93.994,4.856
915,93.994,4.856
916,93.994,4.856
917,93.994,4.856
918,93.994,4.856
919,93.994,4.856
920,93.994,4.856
921,93.994,4.856
922,93.994,4.856
923,93.994,4.856
924,93.994,4.856
925,93.994,4.856
926,93.994,4.856
927,93.994,4.856
928,93.994,4.856
929,93.994,4.856
930,93.994,4.856
931,93.994,4.856
932,93.994,4.856
933,93.994,4.856
934,93.994,4.856
935,93.994,4.856
936,93.994,4.856
937,93.994,4.856
938,93.994,4.856
939,93.994,4.856
940,93.994,4.856
941,93.994,4.856
942,93.994,4.856
943,93.994,4.856
944,93.994,4.856
945,93.994,4.856
946,93.994,4.856
947,93.994,4.856
948,93.994,4.856
949,93.994,4.856
950,93.994,4.856
951,93.994,4.856
952,93.994,4.856
953,93.994,4.856
954,93.994,4.856
955,93.994,4.856
956,93.994,4.856
957,93.994,4.856
958,93.994,4.856
959,93.994,4.856
960,93.994,4.856
961,93.994,4.856
962,93.994,4.856
963,93.994,4.856
964,93.994,4.856
965,93.994,4.856
966,93.994,4.856
967,93.994,4.856
968,93.994,4.856
969,93.994,4.856
970,93.994,4.856
971,93.994,4.856
972,93.994,4.856
973,93.994,4.856
974,93.994,4.856
975,93.994,4.856
976,93.994,4.856
977,93.994,4.856
978,93.994,4.856
979,93.994,4.856
980,93.994,4.856
981,93.994,4.856
982,93.994,4.856
983,93.994,4.856
984,93.994,4.856
985,93.994,4.856
986,93.994,4.856
987,93.994,4.856
988,93.994,4.856
989,93.994,4.856
990,93.994,4.856
991,93.994,4.856
992,93.994,4.856
993,93.994,4.856
994,93.994,4.856
995,93.994,4.856
996,93.994,4.856
997,93.994,4.856
998,93.994,4.856
999,93.994,4.856
1000,93.994,4.856
1001,93.994,4.856
1002,93.994,4.856
1003,93.994,4.856
1004,93.994,4.856
1005,93.994,4.856
1006,93.994,4.856
1007,93.994,4.856
1008,93.994,4.856
1009,93.994,4.856
1010,93.994,4.856
1011,93.994,4.856
1012,93.994,4.856
1013,93.994,4.856
1014,93.994,4.856
1015,93.994,4.856
1016,93.994,4.856
1017,93.994,4.856
1018,93.994,4.856
1019,93.994,4.856
1020,93.994,4.856
1021,93.994,4.856
1022,93.994,4.856
1023,93.994,4.856
1024,93.994,4.856
1025,93.994,4.856
1026,93.994,4.856
1027,93.994,4.856
1028,93.994,4.856
1029,93.994,4.856
1030,93.994,4.856
1031,93.994,4.856
1032,93.994,4.856
1033,93.994,4.856
1034,93.994,4.856
1035,93.994,4.856
1036,93.994,4.856
1037,93.994,4.856
1038,93.994,4.856
1039,93.994,4.856
1040,93.994,4.856
1041,93.994,4.856
1042,93.994,4.856
1043,93.994,4.856
1044,93.994,4.856
1045,93.994,4.856
1046,93.994,4.856
1047,93.994,4.856
1048,93.994,4.856
1049,93.994,4.856
1050,93.994,4.856
1051,93.994,4.856
1052,93.994,4.856
1053,93.994,4.856
1054,93.994,4.856
1055,93.994,4.856
1056,93.994,4.856
1057,93.994,4.856
1058,93.994,4.856
1059,93.994,4.856
1060,93.994,4.856
1061,93.994,4.856
1062,93.994,4.856
1063,93.994,4.856
1064,93.994,4.856
1065,93.994,4.856
1066,93.994,4.856
1067,93.994,4.856
1068,93.994,4.856
1069,93.994,4.856
1070,93.994,4.856
1071,93.994,4.856
1072,93.994,4.856
1073,93.994,4.856
1074,93.994,4.856
1075,93.994,4.856
1076,93.994,4.856
1077,93.994,4.856
1078,93.994,4.856
1079,93.994,4.856
1080,93.994,4.856
1081,93.994,4.856
1082,93.994,4.856
1083,93.994,4.856
1084,93.994,4.856
1085,93.994,4.856
1086,93.994,4.856
1087,93.994,4.856
1088,93.994,4.856
1089,93.994,4.856
1090,93.994,4.856
1091,93.994,4.856
1092,93.994,4.856
1093,93.994,4.856
1094,93.994,4.856
1095,93.994,4.856
1096,93.994,4.856
1097,93.994,4.856
1098,93.994,4.856
1099,93.994,4.856
1100,93.994,4.856
1101,93.994,4.856
1102,93.994,4.856
1103,93.994,4.856
1104,93.994,4.856
1105,93.994,4.856
1106,93.994,4.856
1107,93.994,4.856
1108,93.994,4.856
1109,93.994,4.856
1110,93.994,4.856
1111,93.994,4.856
1112,93.994,4.856
1113,93.994,4.856
1114,93.994,4.856
1115,93.994,4.856
1116,93.994,4.856
1117,93.994,4.856
1118,93.994,4.856
1119,93.994,4.856
1120,93.994,4.856
1121,93.994,4.856
1122,93.994,4.856
1123,93.994,4.856
1124,93.994,4.856
1125,93.994,4.856
1126,93.994,4.856
1127,93.994,4.856
1128,93.994,4.856
1129,93.994,4.856
1130,93.994,4.856
1131,93.994,4.856
1132,93.994,4.856
1133,93.994,4.856
1134,93.994,4.856
1135,93.994,4.856
1136,93.994,4.856
1137,93.994,4.856
1138,93.994,4.856
1139,93.994,4.856
1140,93.994,4.856
1141,93.994,4.856
1142,93.994,4.856
1143,93.994,4.856
1144,93.994,4.856
1145,93.994,4.856
1146,93.994,4.855
1147,93.994,4.855
1148,93.994,4.855
1149,93.994,4.855
1150,93.994,4.855
1151,93.994,4.855
1152,93.994,4.855
1153,93.994,4.855
1154,93.994,4.855
1155,93.994,4.855
1156,93.994,4.855
1157,93.994,4.855
1158,93.994,4.855
1159,93.994,4.855
1160,93.994,4.855
1161,93.994,4.855
1162,93.994,4.855
1163,93.994,4.855
1164,93.994,4.855
1165,93.994,4.855
1166,93.994,4.855
1167,93.994,4.855
1168,93.994,4.855
1169,93.994,4.855
1170,93.994,4.855
1171,93.994,4.855
1172,93.994,4.855
1173,93.994,4.855
1174,93.994,4.855
1175,93.994,4.855
1176,93.994,4.855
1177,93.994,4.855
1178,93.994,4.855
1179,93.994,4.855
1180,93.994,4.855
1181,93.994,4.855
1182,93.994,4.855
1183,93.994,4.855
1184,93.994,4.855
1185,93.994,4.855
1186,93.994,4.855
1187,93.994,4.855
1188,93.994,4.855
1189,93.994,4.855
1190,93.994,4.855
1191,93.994,4.855
1192,93.994,4.855
1193,93.994,4.855
1194,93.994,4.855
1195,93.994,4.855
1196,93.994,4.855
1197,93.994,4.855
1198,93.994,4.855
1199,93.994,4.855
1200,93.994,4.855
1201,93.994,4.855
1202,93.994,4.855
1203,93.994,4.855
1204,93.994,4.855
1205,93.994,4.855
1206,93.994,4.855
1207,93.994,4.855
1208,93.994,4.855
1209,93.994,4.855
1210,93.994,4.855
1211,93.994,4.855
1212,93.994,4.855
1213,93.994,4.855
1214,93.994,4.855
1215,93.994,4.855
1216,93.994,4.855
1217,93.994,4.855
1218,93.994,4.855
1219,93.994,4.855
1220,93.994,4.855
1221,93.994,4.855
1222,93.994,4.855
1223,93.994,4.855
1224,93.994,4.855
1225,93.994,4.855
1226,93.994,4.855
1227,93.994,4.855
1228,93.994,4.855
1229,93.994,4.855
1230,93.994,4.855
1231,93.994,4.855
1232,93.994,4.855
1233,93.994,4.855
1234,93.994,4.855
1235,93.994,4.855
1236,93.994,4.855
1237,93.994,4.855
1238,93.994,4.855
1239,93.994,4.855
1240,93.994,4.855
1241,93.994,4.855
1242,93.994,4.855
1243,93.994,4.855
1244,93.994,4.855
1245,93.994,4.855
1246,93.994,4.855
1247,93.994,4.855
1248,93.994,4.855
1249,93.994,4.855
1250,93.994,4.855
1251,93.994,4.855
1252,93.994,4.855
1253,93.994,4.855
1254,93.994,4.855
1255,93.994,4.855
1256,93.994,4.855
1257,93.994,4.855
1258,93.994,4.855
1259,93.994,4.855
1260,93.994,4.855
1261,93.994,4.855
1262,93.994,4.855
1263,93.994,4.855
1264,93.994,4.855
1265,93.994,4.855
1266,93.994,4.855
1267,93.994,4.855
1268,93.994,4.855
1269,93.994,4.855
1270,93.994,4.855
1271,93.994,4.855
1272,93.994,4.855
1273,93.994,4.855
1274,93.994,4.855
1275,93.994,4.855
1276,93.994,4.855
1277,93.994,4.855
1278,93.994,4.855
1279,93.994,4.855
1280,93.994,4.855
1281,93.994,4.855
1282,93.994,4.855
1283,93.994,4.855
1284,93.994,4.855
1285,93.994,4.855
1286,93.994,4.855
1287,93.994,4.855
1288,93.994,4.855
1289,93.994,4.855
1290,93.994,4.855
1291,93.994,4.855
1292,93.994,4.855
1293,93.994,4.855
1294,93.994,4.855
1295,93.994,4.855
1296,93.994,4.855
1297,93.994,4.855
1298,93.994,4.855
1299,93.994,4.855
1300,93.994,4.855
1301,93.994,4.855
1302,93.994,4.855
1303,93.994,4.855
1304,93.994,4.855
1305,93.994,4.855
1306,93.994,4.855
1307,93.994,4.855
1308,93.994,4.855
1309,93.994,4.855
1310,93.994,4.855
1311,93.994,4.855
1312,93.994,4.855
1313,93.994,4.855
1314,93.994,4.855
1315,93.994,4.855
1316,93.994,4.855
1317,93.994,4.855
1318,93.994,4.855
1319,93.994,4.855
1320,93.994,4.855
1321,93.994,4.855
1322,93.994,4.855
1323,93.994,4.855
1324,93.994,4.855
1325,93.994,4.855
1326,93.994,4.855
1327,93.994,4.855
1328,93.994,4.855
1329,93.994,4.855
1330,93.994,4.855
1331,93.994,4.855
1332,93.994,4.855
1333,93.994,4.855
1334,93.994,4.855
1335,93.994,4.855
1336,93.994,4.855
1337,93.994,4.855
1338,93.994,4.855
1339,93.994,4.855
1340,93.994,4.855
1341,93.994,4.855
1342,93.994,4.855
1343,93.994,4.855
1344,93.994,4.855
1345,93.994,4.855
1346,93.994,4.855
1347,93.994,4.855
1348,93.994,4.855
1349,93.994,4.855
1350,93.994,4.855
1351,93.994,4.855
1352,93.994,4.855
1353,93.994,4.855
1354,93.994,4.855
1355,93.994,4.855
1356,93.994,4.855
1357,93.994,4.855
1358,93.994,4.855
1359,93.994,4.855
